DateTime,Humidity,Temperature,Rain
2024-11-18 13:00:11,76,23,4095
2024-11-18 13:05:21,76,23,4095
2024-11-18 13:08:11,76,23,4095
2024-11-18 13:16:04,76,23,4095
2024-11-18 13:24:14,76,23,4095
2024-11-18 13:25:41,76,23,4095
2024-11-18 13:27:57,76,23,4095
